SpecCode,Species,Habitat,DNW,SST,SSTrange,Productivity,GBIF,Range,TP,Length,Richness,Anthozoa,Cnidaria_other,Polychaeta,Clitellata,Annelida_other,Polyplacophora,Bivalvia,Gastropoda,Cephalopoda,Mollusca_other,Brachiopoda,Ostracoda,Maxillopoda,Malacostraca,Insecta,Arthropoda_other,Ophiuroidea,Echinoidea,Holothuroidea,Echinodermata_other,Actinopterygii,Chondrichthyes,Amphibia,Reptilia,Aves,Mammalia,Chordata_other,Animalia_other,Plantae
1349,Raniceps raninus,demersal,0.59,-1.63,1.79,1.80,-0.07,-0.47,0.54,-0.15,-1.25,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0
1350,Sardina pilchardus,pelagic-neritic,1.67,-0.77,1.21,0.21,0.88,0.01,-1.14,-0.15,-0.65,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
1351,Paralichthys olivaceus,demersal,0.37,-0.13,2.21,0.13,0.13,-0.26,0.46,1.16,0.20,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1352,Sebastes viviparus,demersal,-0.27,-1.79,0.86,0.33,-0.13,-0.40,0.99,0.09,-1.29,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1355,Spinachia spinachia,benthopelagic,-0.27,-1.70,2.10,1.79,0.75,-0.34,0.08,-0.38,-1.42,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1356,Spondyliosoma cantharus,benthopelagic,2.53,-0.94,1.25,0.45,0.42,0.24,-0.31,0.62,-0.75,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1
1357,Sprattus sprattus,pelagic-neritic,1.67,-1.64,1.98,1.38,1.78,0.41,-0.76,-0.69,-1.41,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
1359,Syngnathus rostellatus,demersal,0.16,-1.67,2.15,2.07,0.20,-0.76,0.41,-0.63,-1.39,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
1360,Syngnathus typhle,demersal,-0.49,-1.19,2.14,0.90,0.73,0.15,0.51,0.09,-1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1361,Taurulus bubalis,demersal,2.10,-1.64,1.56,1.27,1.66,-0.11,0.23,-0.61,-1.29,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0
1363,Trachinus draco,demersal,-0.06,-1.19,1.73,0.86,0.64,0.10,1.25,0.50,-0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
1365,Trachurus trachurus,pelagic-neritic,2.53,-0.35,0.29,1.44,1.94,-0.62,0.66,0.78,-0.38,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1
1366,Chelidonichthys lucerna,demersal,2.75,-1.42,1.09,0.75,1.07,0.05,0.22,0.85,-0.99,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1
1368,Pseudorhombus malayanus,demersal,-1.13,0.76,-0.65,0.52,-1.05,0.72,0.08,0.09,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1370,Zeus faber,benthopelagic,1.45,-0.79,1.06,0.33,2.13,0.69,1.35,1.03,-0.32,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0
1371,Hippoglossus hippoglossus,demersal,1.88,-2.49,1.26,-0.20,1.64,0.75,1.42,2.67,-2.23,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0
1374,Hyperoplus lanceolatus,demersal,0.59,-1.67,1.93,1.74,0.70,-0.43,0.77,0.22,-1.32,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
1375,Labrus mixtus,reef-associated,0.59,-1.41,1.23,0.89,1.54,-0.07,0.78,0.22,-1.01,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
1377,Pseudorhombus triocellatus,demersal,-1.13,0.78,-0.79,0.72,-1.42,0.53,0.08,-0.76,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1378,Liparis liparis,demersal,0.81,-1.77,1.40,0.85,0.53,-0.05,0.23,-0.76,-1.40,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
1379,Liparis montagui,demersal,0.16,-1.71,1.54,1.49,-0.13,-0.55,-0.01,-0.98,-1.25,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1380,Lumpenus lampretaeformis,demersal,1.45,-2.39,2.12,0.42,1.21,0.05,0.23,0.44,-2.05,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
1381,Melanogrammus aeglefinus,demersal,4.26,-1.95,3.18,1.26,2.55,-0.07,0.18,1.24,-1.61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
1382,Microstomus kitt,demersal,3.18,-1.66,1.36,0.97,0.68,-0.09,-0.42,0.70,-1.27,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
1385,Etelis coruscans,reef-associated,0.37,0.62,-0.47,-0.53,-0.53,1.02,1.20,1.31,0.72,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
1391,Etelis oculatus,bathydemersal,-0.27,0.59,-0.54,-0.66,-0.77,-0.07,1.25,1.13,0.20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1393,Hoplopagrus guentherii,reef-associated,0.37,0.48,0.51,0.70,-0.30,-0.83,0.68,1.05,0.20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0
1394,Lipocheilus carnolabrum,demersal,-0.27,0.80,-0.87,-0.19,-1.10,0.52,0.73,0.44,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
1395,Lutjanus adetii,reef-associated,0.59,0.40,-0.16,-0.92,-0.27,-0.73,0.96,0.44,0.96,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0
1403,Lutjanus analis,reef-associated,1.24,0.53,-0.29,-0.20,0.83,-0.01,0.80,1.07,0.18,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1
1404,Lutjanus apodus,reef-associated,1.45,0.63,-0.66,-0.41,1.02,-0.04,0.53,0.74,0.24,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1
1406,Lutjanus erythropterus,reef-associated,-0.27,0.79,-0.80,-0.05,0.26,0.59,1.13,0.93,0.87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1407,Lutjanus argentimaculatus,reef-associated,-0.27,0.71,-0.66,-0.25,0.77,0.92,0.68,1.54,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1408,Lutjanus argentiventris,reef-associated,-0.49,0.45,0.61,0.91,0.81,-0.69,1.01,0.79,0.11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1410,Lutjanus biguttatus,reef-associated,-0.27,0.83,-1.01,0.05,-0.35,0.46,0.90,-0.25,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0
1418,Lutjanus boutton,reef-associated,-0.06,0.75,-0.76,-0.41,-0.91,0.62,0.66,0.09,1.02,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1419,Lutjanus buccanella,reef-associated,-0.06,0.61,-0.57,-0.50,-0.46,-0.15,0.77,0.85,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
1423,Lutjanus campechanus,reef-associated,2.96,0.48,0.15,0.11,0.75,-0.19,0.96,1.13,0.12,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
1424,Lutjanus carponotatus,reef-associated,-0.27,0.76,-0.71,-0.23,1.29,0.55,0.97,0.22,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1427,Lutjanus cyanopterus,reef-associated,-0.27,0.54,-0.26,-0.13,-0.61,-0.06,0.92,1.60,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1452,Chirocentrus nudus,pelagic-neritic,-0.49,0.78,-0.70,0.73,-0.88,0.69,1.26,1.13,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1453,Dussumieria acuta,pelagic-neritic,-1.13,0.80,-0.87,0.77,-0.45,0.28,-0.09,-0.47,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1454,Dussumieria elopsoides,pelagic-neritic,-1.13,0.75,-0.76,-0.04,0.39,0.65,-0.09,-0.47,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1457,Spratelloides delicatulus,reef-associated,0.81,0.73,-0.76,-0.43,0.48,0.77,-0.37,-1.52,1.01,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
1458,Spratelloides gracilis,pelagic-neritic,0.81,0.72,-0.72,-0.21,0.29,0.89,-0.09,-1.11,0.94,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
1459,Spratelloides lewisi,pelagic-neritic,0.16,0.88,-1.40,-0.31,-2.28,-1.68,-0.09,-1.67,1.21,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
1460,Spratelloides robustus,pelagic-neritic,-1.13,-0.38,-0.09,-0.52,-0.19,-0.56,-0.09,-0.98,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1461,Jenkinsia lamprotaenia,reef-associated,0.59,0.63,-0.57,-0.54,0.46,-0.19,0.29,-1.45,0.27,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
1462,Jenkinsia majua,reef-associated,-1.13,0.66,-0.72,-0.70,-1.01,-0.42,-0.09,-1.76,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1464,Jenkinsia stolifera,reef-associated,-1.13,0.65,-0.66,-0.41,-0.88,-0.50,-0.09,-2.08,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1466,Sprattus fuegensis,pelagic-neritic,-1.13,-1.95,0.07,1.65,-0.80,-1.30,-0.09,-0.58,-2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1477,Sardinops sagax,pelagic-neritic,2.32,0.04,0.40,0.53,1.65,0.50,-1.45,0.21,0.26,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1
1478,Harengula clupeola,reef-associated,1.45,0.63,-0.59,-0.14,0.09,-0.32,0.13,-0.58,0.27,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
1479,Harengula humeralis,reef-associated,1.24,0.68,-0.93,-0.33,0.21,-0.61,0.01,-0.38,0.31,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
1480,Harengula jaguana,reef-associated,1.67,0.54,-0.27,0.17,1.40,-0.13,-0.09,-0.41,0.12,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1
1484,Opisthonema libertate,pelagic-neritic,-0.27,0.56,0.22,0.44,0.36,-0.90,-0.97,-0.07,0.23,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1485,Opisthonema medirastre,pelagic-neritic,-0.70,0.42,0.64,1.16,-0.65,-0.67,-0.35,-0.07,0.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1486,Opisthonema oglinum,reef-associated,2.32,0.49,-0.06,0.38,1.47,-0.07,0.25,0.17,0.09,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1
1494,Herklotsichthys quadrimaculatus,reef-associated,0.37,0.70,-0.50,-0.13,0.17,0.75,-0.31,-0.25,0.93,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
1499,Amblygaster clupeoides,reef-associated,-0.92,0.82,-0.95,0.02,-1.38,0.67,-0.59,-0.42,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,Amblygaster sirm,reef-associated,0.37,0.78,-0.74,-0.02,-0.24,0.66,-0.97,-0.17,0.96,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
1502,Sardinella albella,reef-associated,-0.92,0.78,-0.77,0.18,0.33,0.69,-1.33,-0.83,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1507,Sardinella fimbriata,pelagic-neritic,-1.13,0.85,-1.08,0.36,-0.73,0.43,-1.29,-0.90,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1508,Sardinella gibbosa,reef-associated,-0.70,0.71,-0.59,0.20,0.61,0.78,-1.03,-0.63,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1511,Sardinella longiceps,pelagic-neritic,-0.49,0.70,-0.53,2.18,-0.98,-0.86,-1.79,-0.33,0.36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1519,Sardinella zunasi,pelagic-neritic,-0.06,-0.19,2.35,0.26,0.21,-0.81,-0.57,-0.58,0.30,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1522,Escualosa thoracata,pelagic-neritic,0.16,0.80,-0.87,0.37,-0.26,0.61,-0.97,-1.16,0.87,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
1573,Hyperlophus vittatus,pelagic-neritic,-1.13,-0.49,-0.02,-0.26,0.28,-1.09,-0.09,-1.16,-0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1588,Brevoortia gunteri,pelagic-neritic,-0.27,0.37,0.97,0.56,2.05,-1.06,-1.75,-0.07,-0.11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1591,Brevoortia smithi,pelagic-neritic,-1.13,0.28,1.24,0.81,-0.39,-1.19,-1.94,0.03,-0.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1592,Brevoortia tyrannus,pelagic-neritic,1.45,-1.02,3.41,2.26,0.98,-1.16,-1.45,0.44,-1.13,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
1593,Ethmidium maculatum,pelagic-neritic,-0.06,-0.55,0.80,2.81,-1.42,-1.13,-1.09,-0.21,-0.70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
1595,Hilsa kelee,pelagic-neritic,0.37,0.80,-0.82,0.90,-0.50,0.55,-1.03,0.09,0.72,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1609,Konosirus punctatus,pelagic-neritic,-0.49,-0.25,2.47,0.16,0.34,-0.85,-1.00,0.00,0.19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1615,Nematalosa japonica,benthopelagic,-0.92,0.59,-0.03,0.09,-0.86,-0.09,-1.89,-0.52,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1616,Nematalosa nasus,pelagic-neritic,-0.70,0.73,-0.43,0.99,-0.53,0.22,-1.34,-0.38,0.62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1619,Anodontostoma chacunda,pelagic-neritic,0.16,0.80,-0.88,0.40,0.26,0.67,-1.05,-0.38,0.85,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1625,Ilisha africana,pelagic-neritic,1.45,0.63,-0.46,2.15,0.75,-1.04,-0.55,-0.07,-0.31,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
1627,Ilisha elongata,pelagic-neritic,-0.06,0.55,0.05,0.41,-0.61,-0.03,0.58,0.62,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
1629,Ilisha fuerthii,pelagic-neritic,-0.70,0.55,-0.36,0.64,-0.93,-1.19,0.08,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1633,Ilisha melastoma,pelagic-neritic,-0.92,0.79,-0.80,0.51,-0.48,0.27,-0.01,-0.63,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1645,Chirocentrodon bleekerianus,pelagic-neritic,0.59,0.68,-1.04,0.29,-0.73,-0.32,-0.31,-1.05,0.19,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
1652,Opisthopterus tardoore,pelagic-neritic,-0.27,0.82,-0.94,0.97,-1.17,0.14,-0.04,-0.47,0.51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
1658,Raconda russeliana,pelagic-neritic,-0.92,0.85,-0.99,1.30,-1.83,-0.09,-0.28,-0.52,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,Engraulis anchoita,pelagic-neritic,-0.70,-1.06,1.26,2.00,0.77,-0.60,-1.62,-0.63,-1.65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1664,Engraulis mordax,pelagic-neritic,1.45,-1.12,0.59,2.13,2.25,-1.05,-0.61,-0.26,-0.74,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
1686,Anchoa compressa,pelagic-neritic,-1.13,-0.79,0.40,1.65,-0.30,-2.20,-0.09,-0.88,-0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1688,Anchoa lamprotaenia,pelagic-neritic,-1.13,0.67,-0.79,-0.44,0.36,-0.53,-0.09,-0.98,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1692,Anthias anthias,reef-associated,-0.06,-0.13,0.83,0.43,0.61,-0.16,0.51,-0.17,-0.37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
1698,Aulopus filamentosus,demersal,-0.06,-0.14,1.02,-0.45,0.44,0.14,1.28,0.31,-0.38,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1699,Bathophilus nigerrimus,bathypelagic,-0.70,0.10,-0.29,-1.12,-0.58,2.76,1.28,-0.96,-0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1700,Parablennius sanguinolentus,demersal,-0.70,-0.59,1.81,-0.19,0.08,-0.21,-2.49,-0.47,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1702,Parablennius tentacularis,demersal,0.37,-0.53,1.55,-0.37,-0.01,-0.19,-0.47,-0.76,-0.71,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
1706,Chromis chromis,reef-associated,0.16,0.08,0.46,0.53,1.08,-0.48,-0.13,-0.25,-0.38,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
1708,Symphodus tinca,reef-associated,1.45,-0.51,1.86,-0.66,0.68,-0.29,-0.38,0.31,-0.83,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1
1709,Symphodus roissali,reef-associated,2.10,-0.57,1.80,-0.44,0.01,-0.29,0.03,-0.63,-0.73,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1
1710,Cubiceps gracilis,pelagic-oceanic,-0.06,-0.70,0.75,-0.69,-0.15,1.02,-0.09,1.20,-0.94,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
1712,Diaphus rafinesquii,bathypelagic,-1.13,-0.51,0.73,-0.84,-0.54,1.17,-0.09,-1.27,-0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1714,Electrona risso,bathypelagic,-1.13,-0.07,-0.01,-1.11,0.39,2.67,-0.09,-1.36,-0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1716,Gonichthys cocco,bathypelagic,-0.70,-0.07,0.07,-0.99,0.95,1.84,-0.42,-1.67,-0.91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1717,Gymnammodytes cicerelus,demersal,-1.13,-0.61,1.75,-0.11,-0.82,-0.14,-0.09,-0.63,-0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1719,Hygophum hygomii,bathypelagic,0.81,-0.25,0.24,-1.12,1.12,2.32,-0.78,-1.55,-1.00,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
1721,Schedophilus medusophagus,pelagic-oceanic,-1.13,-1.09,0.64,-0.62,-0.61,0.95,0.94,0.46,-1.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,Lepidotrigla cavillone,demersal,0.59,-0.49,1.65,-0.66,0.29,-0.30,-0.07,-0.47,-0.67,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
1725,Luvarus imperialis,pelagic-oceanic,-0.27,0.23,-0.15,-1.02,-0.58,2.48,0.58,1.82,-0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1726,Coelorinchus caelorhincus,benthopelagic,1.02,0.44,-0.21,-0.01,0.84,-0.10,0.18,0.40,0.10,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
1729,Muraena helena,reef-associated,-0.06,-0.47,1.48,-0.66,0.52,-0.04,1.25,1.54,-0.76,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1730,Gymnothorax unicolor,demersal,0.16,-0.44,1.64,-0.71,-0.90,-0.20,-0.02,1.13,-0.80,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1731,Microstoma microstoma,bathypelagic,-1.13,0.01,-0.10,-1.10,-0.23,2.47,-0.09,-0.42,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1732,Mola mola,pelagic-oceanic,0.59,-0.72,0.32,-0.94,1.77,2.52,0.39,2.33,-1.21,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1
1734,Mora moro,bathypelagic,-0.27,-0.19,-0.22,-0.43,2.13,1.43,0.51,0.91,-0.20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
1736,Liza saliens,demersal,1.67,-0.45,1.77,-0.64,-0.30,-0.20,-0.88,0.22,-0.91,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
1738,Nansenia oblita,pelagic-oceanic,-0.70,-0.67,1.08,-0.80,-1.26,0.04,-0.42,-0.58,-1.06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1741,Ophichthus rufus,demersal,-0.27,-0.50,1.90,-0.73,-0.24,-0.39,0.73,0.62,-0.86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1743,Parophidion vassali,demersal,-0.27,-0.44,1.91,-0.82,-1.36,-0.26,-0.18,-0.25,-0.99,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
